date,states,positive,negative,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,death,positiveIncrease,negativeIncrease,deathIncrease,totalTestResults,totalTestResultsIncrease
20200306,40,445.0,874.0,57987.11797752809,12059.227665706052,3975.298850574713,26.0,138,161,6,11715,2177
20200305,32,307.0,713.0,57987.11797752809,12059.227665706052,3975.298850574713,20.0,65,132,4,9538,1515
20200304,26,242.0,581.0,57987.11797752809,12059.227665706052,3975.298850574713,16.0,128,576,2,8023,890
20200303,16,114.0,5.0,57987.11797752809,12059.227665706052,3975.298850574713,14.0,42,2,3,7133,279
20200302,12,72.0,3.0,57987.11797752809,12059.227665706052,3975.298850574713,11.0,30,1,3,6854,203
20200301,11,42.0,2.0,57987.11797752809,12059.227665706052,3975.298850574713,8.0,24,2,3,6651,96
20200229,8,18.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,5.0,3,0,1,6555,65
20200228,7,15.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,4.0,2,0,2,6490,3
20200227,7,13.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,2.0,1,0,0,6487,6446
20200226,6,12.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,2.0,2,0,2,41,0
20200225,6,10.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,1,0,0,41,1
20200224,6,9.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,1,0,0,40,2
20200223,6,8.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,1,0,0,38,0
20200222,6,7.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,0,0,0,38,1
20200221,6,7.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,0,0,0,37,1
20200220,6,7.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,0,0,0,36,1
20200219,6,7.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,0,0,0,35,6
20200218,6,7.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,0,0,0,29,0
20200217,6,7.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,0,0,0,29,1
20200216,6,7.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,0,0,0,28,2
20200215,6,7.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,0,0,0,26,4
20200214,5,7.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,1,0,0,22,0
20200213,5,6.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,1,0,0,22,1
20200212,5,5.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,0,0,0,21,1
20200211,5,5.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,0,0,0,20,1
20200210,5,5.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,0.0,0,0,0,19,1
20200209,4,5.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,18,0
20200208,4,5.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,18,2
20200207,4,5.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,16,0
20200206,4,5.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,2,0,0,16,1
20200205,4,3.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,15,0
20200204,4,3.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,15,4
20200203,4,3.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,1,0,0,11,3
20200202,4,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,8,0
20200201,4,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,8,0
20200131,4,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,8,3
20200130,4,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,5,0
20200129,4,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,5,2
20200128,3,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,3,0
20200127,3,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,3,1
20200126,2,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,2,0
20200125,2,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,2,0
20200124,2,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,2,0
20200123,2,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,2,1
20200122,2,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,1,1
20200121,1,2.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,1,0,0,0,0
20200120,1,1.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,0,0
20200119,1,1.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,1,0,0,0,0
20200118,1,0.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,0,0
20200117,1,0.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,0,0
20200116,1,0.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,0,0
20200115,1,0.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,0,0
20200114,1,0.0,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,0,0
20200113,1,8116686.680190931,30303508.674731184,57987.11797752809,12059.227665706052,3975.298850574713,187210.66836734692,0,0,0,0,0
